ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600409.SH	20180502	7.4299	7.4918	7.306	7.4476	7.4741	-0.0264999999999995	-0.3546	170881.85	142754.179	0.9235	1.8124	0.98	9.2012	9.5679	1.6636	0.8607	0.8778	1.3307	1.3307	206434.9448	185038.5487	94284.3631	1738182.2352	1558024.5801	0.007116386486921952
600409.SH	20180503	7.5006	7.6952	7.4741	7.6775	7.4476	0.2298999999999997	3.0869	252878.09	217820.093	1.3666	2.6821	1.4	9.4853	9.8633	1.715	0.8872	0.9049	1.2908	1.2908	206434.9448	185038.5487	94284.3631	1791855.3209	1606134.6027	0.013832627808531344
600409.SH	20180504	7.7837	7.9694	7.6952	7.8544	7.6775	0.1768999999999998	2.3041	349541.77	310614.962	1.889	3.7073	1.92	9.7039	10.0906	1.7545	0.9077	0.9258	1.2618	1.2618	206434.9448	185038.5487	94284.3631	1833142.3098	1643142.3125	0.00225351395396206
600409.SH	20180507	7.8721	8.3586	7.8721	8.2879	7.8544	0.4335000000000005	5.5192	623829.73	579975.4029999999	3.3714	6.6165	2.73	10.2394	10.6474	1.8513	0.9578	0.9769	1.1958	1.1958	206434.9448	185038.5487	94284.3631	1934295.4328	1733811.2013	0.001061788872935126
600409.SH	20180508	8.2967	8.5267	8.2525	8.279	8.2879	-0.0089000000000005	-0.1074	529136.35	500166.107	2.8596	5.6121	1.66	10.2284	10.636	1.8493	0.9568	0.9758	1.1971	1.1971	206434.9448	185038.5487	94284.3631	1932231.0833	1731960.8158	0.0021379393646575196
600409.SH	20180509	8.2967	8.4117	8.2082	8.3144	8.279	0.0353999999999992	0.4276	254184.08	238526.883	1.3737	2.6959	0.66	10.2722	10.6815	1.8572	0.9608	0.98	1.192	1.192	206434.9448	185038.5487	94284.3631	1940488.4811	1739362.3578	0.0074449148465314885
600409.SH	20180510	8.3763	8.4913	8.2879	8.3144	8.3144	0.0	0.0	338874.96	321876.869	1.8314	3.5942	0.84	10.2722	10.6815	1.8572	0.9608	0.98	1.192	1.192	206434.9448	185038.5487	94284.3631	1940488.4811	1739362.3578	0.0106321562590205
600409.SH	20180511	8.4028	8.4648	8.2702	8.3498	8.3144	0.0354000000000009	0.4258	279208.21	264032.278	1.5089	2.9613	0.67	10.3159	10.727	1.8651	0.9649	0.9842	1.1869	1.1869	206434.9448	185038.5487	94284.3631	1948745.8789	1746763.8997	-0.0010658937938633948
600409.SH	20180514	8.3409	8.4205	8.1729	8.2171	8.3498	-0.1326999999999998	-1.5893	202341.75	189786.394	1.0935	2.1461	0.5	10.1519	10.5565	1.8355	0.9496	0.9685	1.2061	1.2061	206434.9448	185038.5487	94284.3631	1917780.6372	1719008.1174	0.00968711589246805
600409.SH	20180515	8.2967	8.6859	8.2436	8.624	8.2171	0.4069000000000002	4.9519	484070.97	465038.361	2.6161	5.1342	1.51	10.6546	11.0792	1.9264	0.9966	1.0165	1.1492	1.1492	206434.9448	185038.5487	94284.3631	2012740.7118	1804125.8498	-0.005136827458256004
