ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
002608.SZ	20180502	7.9235	7.9429	7.7975	7.9235	7.8556	0.0678999999999998	0.8644	23419.69	19084.386	0.4345	0.444	1.17	12.1937	11.8078	1.476	1.3849	1.277			325314.5323	53895.2097	52751.6564	2657819.7289	440323.8632	0.006121032372057886
002608.SZ	20180503	7.972	8.0108	7.8459	7.9914	7.9235	0.0678999999999998	0.8569	25416.5	20820.567	0.4716	0.4818	1.33	12.2981	11.9089	1.4887	1.3968	1.2879			325314.5323	53895.2097	52751.6564	2680591.7462	444096.5279	0.0
002608.SZ	20180504	7.9914	8.0205	7.8944	7.9526	7.9914	-0.0387999999999992	-0.4855	18677.28	15316.964	0.3465	0.3541	0.92	12.2384	11.8511	1.4815	1.39	1.2817			325314.5323	53895.2097	52751.6564	2667579.1649	441940.7195	0.0
002608.SZ	20180507	7.9526	8.1078	7.9138	8.068999999999999	7.9526	0.1164000000000005	1.4637	20589.26	17058.409	0.382	0.3903	1.02	12.4175	12.0246	1.5031	1.4104	1.3004			325314.5323	53895.2097	52751.6564	2706616.9087	448408.1447	-0.0024042632296442184
002608.SZ	20180508	8.0496	8.1854	8.0496	8.1272	8.068999999999999	0.0581999999999993	0.7213	17525.22	14690.485	0.3252	0.3322	0.83	12.5071	12.1113	1.514	1.4205	1.3098			325314.5323	53895.2097	52751.6564	2726135.7807	451641.8573	0.0
002608.SZ	20180509	8.1272	8.1272	8.0108	8.0884	8.1272	-0.0388000000000001	-0.4774	16689.87	13902.404	0.3097	0.3164	0.79	12.4474	12.0535	1.5068	1.4138	1.3035			325314.5323	53895.2097	52751.6564	2713123.1994	449486.0489	0.0
002608.SZ	20180510	8.0884	8.1272	8.0011	8.0787	8.0884	-0.0097000000000004	-0.1199	17006.36	14160.687	0.3155	0.3224	0.86	12.4325	12.039	1.505	1.4121	1.3019999999999998			325314.5323	53895.2097	52751.6564	2709870.0541	448947.0968	0.0
002608.SZ	20180511	8.0787	8.1272	7.972	8.0205	8.0787	-0.0581999999999993	-0.7204	16171.62	13383.727	0.3001	0.3066	0.89	12.3429	11.9523	1.4941	1.4019	1.2926			325314.5323	53895.2097	52751.6564	2690351.1821	445713.3842	0.004837603640670802
002608.SZ	20180514	8.0593	8.1078	7.9817	8.0496	8.0205	0.0290999999999996	0.3628	20268.68	16856.933999999994	0.3761	0.3842	1.15	12.3877	11.9956	1.4995	1.4069999999999998	1.2973			325314.5323	53895.2097	52751.6564	2700110.6181	447330.2405	0.0
002608.SZ	20180515	8.0496	8.0884	8.0108	8.0787	8.0496	0.0290999999999996	0.3615	17689.86	14681.606000000002	0.3282	0.3353	1.01	12.4325	12.039	1.505	1.4121	1.3019999999999998			325314.5323	53895.2097	52751.6564	2709870.0541	448947.0968	-0.00600344114770927
