ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600783.SH	20180502	10.8306	11.5762	10.7423	11.2329	10.7423	0.4906000000000006	4.567	81237.64	92138.859	1.0914	3.4685	1.82	197.5149	158.4866	2.3759	39.5016	39.0762	1.31	1.31	74435.9294	74435.9294	23421.3939	852291.3916	852291.3916	0.00436218607839467
600783.SH	20180503	11.2819	11.537	11.1053	11.3898	11.2329	0.1568999999999984	1.3968	64332.16	74373.735	0.8643	2.7644	1.17	200.275	160.7013	2.4091	40.0536	39.6222	1.2919999999999998	1.2919999999999998	74435.9294	74435.9294	23271.3839	864201.1403	864201.1403	0.0
600783.SH	20180504	11.3898	11.3898	11.2231	11.2525	11.3898	-0.1372999999999997	-1.2055	31334.11	36013.797	0.421	1.3465	0.63	197.8599	158.7634	2.38	39.5706	39.1444	1.3078	1.3078	74435.9294	74435.9294	23271.3839	853780.1102	853780.1102	-0.006105309931126395
600783.SH	20180507	11.1838	11.5076	11.1838	11.4879	11.2525	0.2354000000000003	2.092	38384.1	44402.993	0.5157	1.6494	0.79	202.0	162.0854	2.4298	40.3986	39.9635	1.281	1.281	74435.9294	74435.9294	23271.3839	871644.7333	871644.7333	-0.0034122859704558044
600783.SH	20180508	11.4487	11.5272	11.38	11.4781	11.4879	-0.0098000000000002	-0.0853	30097.0	35112.267	0.4043	1.2933	0.62	201.8275	161.947	2.4278	40.3641	39.9294	1.2821	1.2821	74435.9294	74435.9294	23271.3839	870900.3740000002	870900.3740000002	-0.004268999224610301
600783.SH	20180509	11.4291	11.5272	11.2231	11.331	11.4781	-0.1471	-1.2816	28859.14	33369.549	0.3877	1.2401	0.59	199.24	159.8708	2.3966	39.8466	39.4174	1.2987	1.2987	74435.9294	74435.9294	23271.3839	859734.9846	859734.9846	0.0025946518400847903
600783.SH	20180510	11.3604	11.4781	11.2231	11.4193	11.331	0.0883000000000002	0.7793	26927.49	31248.8	0.3618	1.1571	0.7	200.7925	161.1165	2.4153	40.1571	39.7246	1.2887	1.2887	74435.9294	74435.9294	23271.3839	866434.2182	866434.2182	0.0034327848467069796
600783.SH	20180511	11.4585	11.6253	11.331	11.537	11.4193	0.117700000000001	1.0307	40620.95	47686.20200000001	0.5457	1.7455	1.31	202.8625	162.7775	2.4402	40.5711	40.1341	1.2755	1.2755	74435.9294	74435.9294	23271.3839	875366.5297	875366.5297	0.0025483227875530015
600783.SH	20180514	11.5664	11.7528	11.4487	11.4977	11.537	-0.0393000000000007	-0.3406	30647.01	36235.238	0.4117	1.3169	0.93	202.1725	162.2238	2.4319	40.4331	39.9976	1.2799	1.2799	74435.9294	74435.9294	23271.3839	872389.0926	872389.0926	-0.0008523443819198843
600783.SH	20180515	11.4879	11.4879	11.0955	11.3898	11.4977	-0.1079000000000007	-0.9384	32329.31	37244.633	0.4343	1.3892	1.03	200.275	160.7013	2.4091	40.0536	39.6222	1.2919999999999998	1.2919999999999998	74435.9294	74435.9294	23271.3839	864201.1403	864201.1403	0.0017296177281427483
