ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
300059.SZ	20180502	8.2955	8.5317	8.2264	8.2955	8.2552	0.0403000000000002	0.4882	1813863.81	2637565.8340000003	4.3879	5.141	1.05	116.3604	88.4977	4.9746	66.6256	59.7043	0.1921	0.1157	514653.5661	413380.6307	352822.0985	7411011.3518	5952681.0821	-0.011114459646796462
300059.SZ	20180503	8.2033	8.7909	8.0305	8.7276	8.2955	0.4321000000000001	5.2088	2358445.59	3452241.517	5.7053	6.6845	1.33	122.4208	93.107	5.2337	70.0957	62.8139	0.1825	0.11	514653.5661	413380.6307	352822.0985	7797001.5264	6262716.5551	-0.00858196984279771
300059.SZ	20180504	8.6527	8.6873	8.5144	8.5605	8.7276	-0.1671000000000013	-1.9146	1392134.38	2078623.338	3.3677	3.9457	0.77	120.0774	91.3247	5.1335	68.7539	61.6115	0.1861	0.1122	514653.5661	413380.6307	352822.0985	7647751.9922	6142836.1722	0.00874948893172143
300059.SZ	20180507	8.6354	8.8428	8.6008	8.7276	8.5605	0.1671000000000013	1.952	1539228.62	2331122.886	3.7235	4.3626	0.84	122.4208	93.107	5.2337	70.0957	62.8139	0.1825	0.11	514653.5661	413380.6307	352822.0985	7797001.5264	6262716.5551	0.0
300059.SZ	20180508	8.7276	8.8601	8.6469	8.8082	8.7276	0.0805999999999986	0.9235	1277793.16	1942556.29	3.0911	3.6216	0.69	123.5521	93.9674	5.2821	70.7434	63.3944	0.1809	0.109	514653.5661	413380.6307	352822.0985	7869053.0257	6320589.8434	-0.001964078926454754
300059.SZ	20180509	8.7909	8.8255	8.6181	8.6584	8.8082	-0.149799999999999	-1.7007	1114400.6	1679233.896	2.6958	3.1585	0.66	121.4511	92.3695	5.1923	69.5405	62.3164	0.184	0.1109	514653.5661	413380.6307	352822.0985	7735243.0985	6213110.8794	-0.001328189965813527
300059.SZ	20180510	8.6469	8.7218	8.4971	8.693	8.6584	0.0345999999999993	0.3996	1328791.17	1983411.178	3.2144	3.7662	0.86	121.936	92.7382	5.212999999999999	69.8181	62.5651	0.1833	0.1104	514653.5661	413380.6307	352822.0985	7766122.3124	6237913.7173	-0.0026458069711261575
300059.SZ	20180511	8.67	8.6988	8.3531	8.3531	8.693	-0.3399000000000001	-3.91	1281636.65	1889481.03	3.1004	3.6325	0.96	117.1684	89.1123	5.0092	67.0883	60.1189	0.1907	0.1149	514653.5661	413380.6307	352822.0985	7462476.7085	5994019.1452	-0.0034478217667692694
300059.SZ	20180514	8.3243	8.5375	8.2898	8.3819	8.3531	0.0288000000000003	0.3448	1339891.26	1956939.709	3.2413	3.7976	1.02	117.5725	89.4196	5.0264	67.3196	60.3262	0.1901	0.1145	514653.5661	413380.6307	352822.0985	7488209.3868	6014688.1767	-0.0027440079218315283
300059.SZ	20180515	8.3589	8.5029	8.2667	8.4683	8.3819	0.0863999999999993	1.0308	1310915.81	1909309.853	3.1712	3.7155	1.03	118.7845	90.3414	5.0783	68.0136	60.9482	0.1881	0.1134	514653.5661	413380.6307	352822.0985	7565407.4217	6076695.2713	-0.006801837440808544
