ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600418.SH	20180502	7.2878	7.3370000000000015	7.1696	7.2582	7.2878	-0.0295999999999994	-0.4062	80596.5	59250.983	0.4257	0.6158	0.89	32.3083	37.9464	0.9907	0.2839	0.2887	2.5780000000000003	2.5780000000000003	189331.2117	189331.2117	130875.6177	1395371.0302	1395371.0302	0.0
600418.SH	20180503	7.2582	7.4158	7.1598	7.3764	7.2582	0.1181999999999998	1.6285	113173.64	84115.11300000001	0.5978	0.8647	1.21	32.8344	38.5642	1.0068	0.2885	0.2934	2.5367	2.5367	189331.2117	189331.2117	130875.6177	1418090.7756	1418090.7756	-0.006669920286318517
600418.SH	20180504	7.3272	7.4158	7.2976	7.3173	7.3764	-0.0590999999999999	-0.8012	47012.67	35040.204	0.2483	0.3592	0.48	32.5714	38.2553	0.9988	0.2862	0.291	2.5572	2.5572	189331.2117	189331.2117	130875.6177	1406730.9029	1406730.9029	0.0026922498735874106
600418.SH	20180507	7.3370000000000015	7.4158	7.2976	7.3666	7.3173	0.0492999999999996	0.6737	70824.85	52868.362	0.3741	0.5424	0.72	32.7906	38.5127	1.0055	0.2882	0.293	2.5401	2.5401	189331.2117	189331.2117	130567.6277	1416197.4635	1416197.4635	0.004004561127249971
600418.SH	20180508	7.3961	7.4749	7.3666	7.4060000000000015	7.3666	0.0393999999999996	0.5348	62421.03	47036.489	0.3297	0.4781	0.62	32.9659	38.7187	1.0109	0.2897	0.2946	2.5266	2.5266	189331.2117	189331.2117	130567.6277	1423770.7119999996	1423770.7119999996	0.010640021604104566
600418.SH	20180509	7.4848	7.6522	7.4552	7.5635	7.4060000000000015	0.1575000000000006	2.1267	128591.1	98931.299	0.6792	0.9849	1.72	33.6673	39.5425	1.0324	0.2959	0.3008	2.474	2.474	189331.2117	189331.2117	130567.6277	1454063.7059	1454063.7059	0.0013089178290474012
600418.SH	20180510	7.5734	7.6226	7.4946	7.5438	7.5635	-0.0197000000000002	-0.2605	86315.58	66225.098	0.4559	0.6611	1.02	33.5796	39.4395	1.0297	0.2951	0.3	2.4804	2.4804	189331.2117	189331.2117	130567.6277	1450277.0816	1450277.0816	0.002611415997242805
600418.SH	20180511	7.5635	7.6423	7.5143	7.5537	7.5438	0.0099	0.1312	91742.53	70711.054	0.4846	0.7026	1.16	33.6235	39.491	1.031	0.2955	0.3004	2.4772	2.4772	189331.2117	189331.2117	130567.6277	1452170.3937	1452170.3937	-0.0039053708778478942
600418.SH	20180514	7.5242	7.7113	7.5045	7.6226	7.5537	0.0689000000000001	0.9121	112195.91	86651.06199999999	0.5926	0.8593	1.28	33.9303	39.8514	1.0404	0.2982	0.3032	2.4548	2.4548	189331.2117	189331.2117	130567.6277	1465423.5786	1465423.5786	0.005168840028336859
600418.SH	20180515	7.662000000000001	7.662000000000001	7.4060000000000015	7.5537	7.6226	-0.0689000000000001	-0.9039	130348.94	99523.922	0.6885	0.9983	1.35	33.6235	39.491	1.031	0.2955	0.3004	2.4772	2.4772	189331.2117	189331.2117	130567.6277	1452170.3937	1452170.3937	-0.0039053708778478942
