ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
000719.SZ	20180502	7.5541	7.5541	7.2133	7.2417	7.5825	-0.3407999999999997	-4.4946	46068.49	35799.844	0.6905	1.969	2.12	11.2915	11.5107	1.0779	0.9576	0.9539	2.3529	2.3529	102320.3749	66714.7543	23397.2065	782750.868	510367.8704	-0.001311846665838141
000719.SZ	20180503	7.2322	7.2796	7.147	7.2606	7.2417	0.0189000000000003	0.261	32574.65	24790.621	0.4883	1.3922	1.22	11.321	11.5407	1.0807	0.9601	0.9564	2.3468	2.3468	102320.3749	66714.7543	23397.2065	784797.2755	511702.1655	0.0
000719.SZ	20180504	7.2606	7.308	7.2133	7.289	7.2606	0.0283999999999995	0.3912	25932.61	19888.238	0.3887	1.1084	0.92	11.3653	11.5859	1.0849	0.9638	0.9601	2.3377	2.3377	102320.3749	66714.7543	23397.2065	787866.8867	513703.6081	0.003978597887227317
000719.SZ	20180507	7.318	7.4052	7.2695	7.3761	7.2889	0.0872000000000001	1.1963	33315.63	25248.025	0.4994	1.4239	1.09	11.2324	11.4505	1.1001	0.9525	0.9489	2.3653	4.7306	102320.3749	66714.7543	23397.2065	778658.053	507699.2802	-0.0013015007931020228
000719.SZ	20180508	7.3665	7.4052	7.3471	7.3858	7.3761	0.0096999999999995	0.1315	18487.3	14063.773	0.2771	0.7901	0.56	11.2472	11.4655	1.1016	0.9538	0.9502	2.3622	4.7244	102320.3749	66714.7543	23397.2065	779681.2567	508366.4278	0.0013133309864876502
000719.SZ	20180509	7.3955	7.4246	7.3568	7.4052	7.3858	0.0194	0.2627	15377.55	11722.515	0.2305	0.6572	0.49	11.2767	11.4956	1.1045	0.9563	0.9526	2.356	4.712	102320.3749	66714.7543	23397.2065	781727.6642	509700.7229	0.0
000719.SZ	20180510	7.4052	7.4149	7.3374	7.3955	7.4052	-0.0096999999999995	-0.131	21979.1	16722.231	0.3294	0.9394	0.87	11.262	11.4806	1.103	0.9551	0.9514	2.3591	4.7182	102320.3749	66714.7543	23397.2065	780704.4605	509033.5753	-0.0026232168210398327
000719.SZ	20180511	7.3761	7.3955	7.3277	7.3858	7.3955	-0.0097000000000004	-0.1312	16906.97	12845.607	0.2534	0.7226	0.73	11.2472	11.4655	1.1016	0.9538	0.9502	2.3622	4.7244	102320.3749	66714.7543	23397.2065	779681.2567	508366.4278	-0.0039264534647566835
000719.SZ	20180514	7.3568	7.4343	7.318	7.3471	7.3858	-0.0386999999999995	-0.524	26230.73	19972.645	0.3932	1.1211	1.24	11.1882	11.4053	1.0958	0.9488	0.9452	2.3747	4.7493	102320.3749	66714.7543	23397.2065	775588.4417	505697.8376	0.0
000719.SZ	20180515	7.3471	7.3858	7.3083	7.3858	7.3471	0.0386999999999995	0.5267	13600.65	10302.871	0.2039	0.5813	0.69	11.2472	11.4655	1.1016	0.9538	0.9502	2.3622	4.7244	102320.3749	66714.7543	23397.2065	779681.2567	508366.4278	-0.0013133309864875298
000719.SZ	20180516	7.3761	7.3955	7.318	7.3761	7.3858	-0.0096999999999995	-0.1313	12476.06	9485.817	0.187	0.5332	0.66	11.2324	11.4505	1.1001	0.9525	0.9489	2.3653	4.7306	102320.3749	66714.7543	23397.2065	778658.053	507699.2802	0.0
000719.SZ	20180517	7.3761	7.4343	7.3665	7.4052	7.3761	0.0290999999999996	0.3945	12764.69	9745.988	0.1913	0.5456	0.7	11.2767	11.4956	1.1045	0.9563	0.9526	2.356	2.356	102320.3749	66714.7543	23397.2065	781727.6642	509700.7229	0.001309890347323568
000719.SZ	20180518	7.4149	7.4828	7.4052	7.4828	7.4052	0.0776000000000003	1.0479	15628.22	11998.867	0.2343	0.6679999999999999	0.95	11.3948	11.616	1.116	0.9663	0.9626	2.3316	2.3316	102320.3749	66714.7543	23397.2065	789913.2942	515037.9032	0.001296306195541722
000719.SZ	20180521	7.4925	7.5118	7.444	7.4925	7.4828	0.0096999999999995	0.1296	25470.3	19630.106	0.3818	1.0886	1.58	11.4096	11.630999999999998	1.1175	0.9676	0.9639	2.3286	2.3286	102320.3749	66714.7543	23397.2065	790936.498	515705.0507	-0.0012946279612945743
000719.SZ	20180522	7.4828	7.4828	7.4149	7.444	7.4925	-0.0484999999999997	-0.6473	18898.3	14507.223999999998	0.2833	0.8077	1.18	11.3358	11.5558	1.1103	0.9613	0.9576	2.3438	2.3438	102320.3749	66714.7543	23397.2065	785820.4792	512369.313	0.0
000719.SZ	20180523	7.444	7.444	7.3471	7.3665	7.444	-0.0774999999999996	-1.0411	17393.1	13264.438999999997	0.2607	0.7434	1.02	11.2177	11.4354	1.0987	0.9513	0.9477	2.3684	2.3684	102320.3749	66714.7543	23397.2065	777634.8492	507032.1327	-0.003950315618000484
000719.SZ	20180524	7.3374	7.4052	7.3277	7.3858	7.3665	0.0192999999999994	0.262	13142.3	9977.631	0.197	0.5617	0.73	11.2472	11.4655	1.1016	0.9538	0.9502	2.3622	2.3622	102320.3749	66714.7543	23397.2065	779681.2567	508366.4278	-0.0026131224782690336
000719.SZ	20180525	7.3665	7.3665	7.2695	7.2986	7.3858	-0.0871999999999992	-1.1806	20123.7	15171.565	0.3016	0.8601	1.11	11.1144	11.3301	1.0886	0.9425	0.9389	2.3904	2.3904	102320.3749	66714.7543	23397.2065	770472.423	502362.0999	-0.002658044008439986
000719.SZ	20180528	7.2792	7.3858	7.2017	7.3277	7.2986	0.0290999999999996	0.3987	32731.4	24682.561	0.4906	1.3989	1.72	11.1586	11.3752	1.0929	0.9463	0.9427	2.381	2.381	102320.3749	66714.7543	23397.2065	773542.0342	504363.5425	0.0
000719.SZ	20180529	7.3277	7.3568	7.2404	7.2501	7.3277	-0.0776000000000003	-1.0590000000000002	19805.5	14891.871	0.2969	0.8465	0.97	11.0406	11.2549	1.0813	0.9363	0.9327	2.4064	2.4064	102320.3749	66714.7543	23397.2065	765356.4043	499026.3622	-0.008013682569895533
000719.SZ	20180530	7.192	7.2114	6.9884	7.0175	7.2501	-0.2325999999999997	-3.2082	38010.64	27669.621	0.5697	1.6246	1.84	10.6863	10.8937	1.0466	0.9062	0.9028	2.4862	2.4862	102320.3749	66714.7543	23397.2065	740799.5143	483014.8211	0.002764517278233001
000719.SZ	20180531	7.0369	7.1047	6.9884	7.0757	7.0175	0.0582000000000002	0.8294	26485.11	19264.457	0.397	1.132	1.07	10.7749	10.984000000000002	1.0553	0.9137	0.9103	2.4658	2.4658	102320.3749	66714.7543	23397.2065	746938.7368	487017.7064	-0.004112667297935267
000719.SZ	20180601	7.0466	7.1241	7.0078	7.066	7.0757	-0.0097000000000004	-0.1371	14210.4	10344.32	0.213	0.6074	0.52	10.7601	10.969	1.0539	0.9125	0.909	2.4691	2.4691	102320.3749	66714.7543	23397.2065	745915.5329999998	486350.5588	0.0
000719.SZ	20180604	7.066	7.0757	6.9981	7.0078	7.066	-0.0582000000000002	-0.8237	12804.0	9290.732	0.1919	0.5472	0.49	10.6716	10.8787	1.0452	0.905	0.9015	2.4896	2.4896	102320.3749	66714.7543	23397.2065	739776.3105	482347.6736	0.0013841719227147588
000719.SZ	20180605	7.0175	7.1144	7.0078	7.0951	7.0078	0.0873000000000008	1.2458	21395.05	15608.252	0.3207	0.9144	0.96	10.8044	11.0141	1.0582	0.9162	0.9127	2.459	2.459	102320.3749	66714.7543	23397.2065	748985.1443	488352.0015	-0.004101422108215609
000719.SZ	20180606	7.066	7.2017	7.066	7.1726	7.0951	0.0774999999999996	1.0923	19521.16	14435.925	0.2926	0.8343	0.86	10.9225	11.1345	1.0698	0.9263	0.9227	2.4324	2.4324	102320.3749	66714.7543	23397.2065	757170.7743	493689.1818	0.006761843682904354
000719.SZ	20180607	7.2211	7.2211	7.0466	7.066	7.1726	-0.1066000000000002	-1.4862	20758.38	15251.017	0.3112	0.8872	1.1	10.7601	10.969	1.0539	0.9125	0.909	2.4691	2.4691	102320.3749	66714.7543	23397.2065	745915.5329999998	486350.5588	-0.002745542032267207
000719.SZ	20180608	7.0466	7.066	6.9012	6.9594	7.066	-0.1066000000000002	-1.5086	13398.6	9653.141	0.2008	0.5727	0.76	10.5978	10.8035	1.038	0.8987	0.8953	2.507	2.507	102320.3749	66714.7543	23397.2065	734660.2918	479011.9359	-0.005575193263787005
000719.SZ	20180611	6.9206	7.0078	6.8818	6.9109	6.9594	-0.0484999999999997	-0.6969	17456.2	12481.793	0.2617	0.7461	0.99	10.524	10.7282	1.0307	0.8925	0.8891	2.5245	2.5245	102320.3749	66714.7543	23397.2065	729544.2729999998	475676.1982	0.0014035798521177395
000719.SZ	20180612	6.9206	6.94	6.843	6.9303	6.9109	0.0194	0.2807	15499.75	11025.148	0.2323	0.6625	0.84	10.5535	10.7583	1.0336	0.895	0.8915	2.5175	2.5175	102320.3749	66714.7543	23397.2065	731590.6805	477010.4932	-0.0013996508087672393
000719.SZ	20180613	6.9206	6.9206	6.8237	6.8334	6.9303	-0.0968999999999997	-1.3982	10587.1	7505.205	0.1587	0.4525	0.61	10.4059	10.6079	1.0192	0.8825	0.8791	2.5532	2.5532	102320.3749	66714.7543	23397.2065	721358.6429999998	470339.0178	0.0
000719.SZ	20180614	6.8334	6.8915	6.8043	6.8237	6.8334	-0.0097000000000004	-0.1419	9299.6	6565.123000000001	0.1394	0.3975	0.6	10.3911	10.5928	1.0177	0.8812	0.8778	2.5568	2.5568	102320.3749	66714.7543	23397.2065	720335.4393	469671.8703	0.0014215161862333465
000719.SZ	20180615	6.8334	6.8334	6.6492	6.6977	6.8237	-0.1259999999999994	-1.8465	18031.8	12514.275	0.2703	0.7707	1.36	10.1992	10.3972	0.9989	0.8649	0.8616	2.6049	2.6049	102320.3749	66714.7543	23397.2065	707033.7906	460998.9522	-0.008689550144079348
000719.SZ	20180619	6.6395	6.6783	6.1355	6.1936	6.6977	-0.5041000000000002	-7.5265	28979.8	19229.515	0.4344	1.2386	2.04	9.4317	9.6148	0.9238	0.7998	0.7968	2.8169	2.8169	102320.3749	66714.7543	23397.2065	653827.1956	426307.28	-0.0015661327822267498
000719.SZ	20180620	6.1839	6.465	6.1646	6.4166	6.1936	0.2229999999999998	3.6005	29272.01	19188.294	0.4388	1.2511	1.78	9.7712	9.9609	0.957	0.8286	0.8255	2.719	2.719	102320.3749	66714.7543	23397.2065	677360.8818	441651.6735	-0.0030234080354081734
000719.SZ	20180621	6.3972	6.5135	6.3293	6.3584	6.4166	-0.0582000000000002	-0.907	25881.0	17196.918	0.3879	1.1062	1.35	9.6826	9.8706	0.9483	0.8211	0.818	2.7439	2.7439	102320.3749	66714.7543	23397.2065	671221.6593	437648.7882	0.0
000719.SZ	20180622	6.3584	6.4456	6.2615	6.4069	6.3584	0.0485000000000006	0.7628	23357.2	15303.9	0.3501	0.9983	1.05	9.7564	9.9458	0.9556	0.8274	0.8242	2.7231	2.7231	102320.3749	66714.7543	23397.2065	676337.6781	440984.5259	0.00454197817977488
000719.SZ	20180625	6.436	6.4553	6.2809	6.3003	6.4069	-0.1066000000000002	-1.6638	16779.84	11031.788	0.2515	0.7172	0.67	9.5941	9.7803	0.9397	0.8136	0.8105	2.7692	2.7692	102320.3749	66714.7543	23397.2065	665082.4369	433645.903	-0.015396092249575484
000719.SZ	20180626	6.2033	6.3778	6.2033	6.3487	6.3003	0.0484	0.7682	14612.96	9500.857	0.219	0.6246	0.59	9.6679	9.8555	0.9469	0.8199	0.8167	2.7481	2.7481	102320.3749	66714.7543	23397.2065	670198.4556	436981.6407	-0.003055743695559734
000719.SZ	20180627	6.3293	6.4069	6.212999999999999	6.3003	6.3487	-0.0484	-0.7624	20968.32	13698.287	0.3143	0.8962	0.95	9.5941	9.7803	0.9397	0.8136	0.8105	2.7692	2.7692	102320.3749	66714.7543	23397.2065	665082.4369	433645.903	0.0
000719.SZ	20180628	6.3003	6.4069	6.3003	6.3293	6.3003	0.0289999999999999	0.4603	15254.71	9995.506	0.2287	0.652	0.75	9.6384	9.8254	0.944	0.8174	0.8142	2.7565	2.7565	102320.3749	66714.7543	23397.2065	668152.0481	435647.3456	-0.0015325549428846156
000719.SZ	20180629	6.3196	6.5232	6.2906	6.4844	6.3293	0.1551	2.4505	12599.89	8392.939	0.1889	0.5385	0.69	9.8745	10.0662	0.9671	0.8374	0.8342	2.6906	2.6906	102320.3749	66714.7543	23397.2065	684523.3081	446321.7063	0.0
000719.SZ	20180702	6.4844	6.591	6.339	6.3972	6.4844	-0.0872000000000001	-1.3448	18519.7	12387.952	0.2776	0.7915	1.15	9.7417	9.9308	0.9541	0.8261	0.823	2.7273	2.7273	102320.3749	66714.7543	23397.2065	675314.4743	440317.3784	0.0030325767523291572
000719.SZ	20180703	6.4166	6.6298	6.3972	6.5716	6.3972	0.1744000000000003	2.7262	18804.61	12675.854	0.2819	0.8037	1.15	10.0074	10.2016	0.9801	0.8487	0.8454	2.6549	2.6549	102320.3749	66714.7543	23397.2065	693732.1418	452326.0342	0.0
000719.SZ	20180704	6.5716	6.6201	6.5232	6.562	6.5716	-0.0095999999999998	-0.1461	15316.32	10395.491	0.2296	0.6546	0.89	9.9926	10.1866	0.9787	0.8474	0.8442	2.6588	2.6588	102320.3749	66714.7543	23397.2065	692708.9381	451658.8866	-0.0014782078634563373
000719.SZ	20180705	6.5523	6.591	6.4747	6.5038	6.562	-0.0582000000000002	-0.8869	11618.28	7810.495	0.1741	0.4966	0.72	9.904	10.0963	0.97	0.8399	0.8367	2.6826	2.6826	102320.3749	66714.7543	23397.2065	686569.7156	447656.0014	0.005965743104031515
000719.SZ	20180706	6.5426	6.5426	6.3099	6.4747	6.5038	-0.0290999999999996	-0.4474	14979.5	9934.239	0.2245	0.6402	0.97	9.8598	10.0511	0.9657	0.8361	0.8329	2.6946	2.6946	102320.3749	66714.7543	23397.2065	683500.1043	445654.5587	0.0
000719.SZ	20180709	6.4747	6.5426	6.4263	6.4941	6.4747	0.0194	0.2996	12103.55	8100.111999999999	0.1814	0.5173	0.76	9.8893	10.0812	0.9686	0.8386	0.8354	2.6866	2.6866	102320.3749	66714.7543	23397.2065	685546.5118	446988.8538	0.002987326958315886
000719.SZ	20180710	6.5135	6.5329	6.4553	6.5038	6.4941	0.0096999999999995	0.1494	7082.03	4742.652	0.1062	0.3027	0.49	9.904	10.0963	0.97	0.8399	0.8367	2.6826	2.6826	102320.3749	66714.7543	23397.2065	686569.7156	447656.0014	-0.0029828715520157575
000719.SZ	20180711	6.4844	6.4844	6.3003	6.3584	6.5038	-0.1454000000000004	-2.2356	11389.92	7487.469	0.1707	0.4868	0.93	9.6826	9.8706	0.9483	0.8211	0.818	2.7439	2.7439	102320.3749	66714.7543	23397.2065	671221.6593	437648.7882	0.0
000719.SZ	20180712	6.3584	6.5329	6.3584	6.4941	6.3584	0.1357000000000008	2.1342	14175.94	9486.508	0.2125	0.6059	1.24	9.8893	10.0812	0.9686	0.8386	0.8354	2.6866	2.6866	102320.3749	66714.7543	23397.2065	685546.5118	446988.8538	0.0
000719.SZ	20180713	6.4941	6.562	6.4941	6.5329	6.4941	0.0387999999999992	0.5975	7846.14	5283.084	0.1176	0.3353	0.66	9.9483	10.1414	0.9744	0.8437	0.8404	2.6706	2.6706	102320.3749	66714.7543	23397.2065	689639.3268	449657.444	0.0014847923586769254
000719.SZ	20180716	6.5426	6.5523	6.4553	6.5426	6.5329	0.0097000000000004	0.1485	8417.97	5654.331999999999	0.1262	0.3598	0.8	9.9631	10.1565	0.9758	0.8449	0.8417	2.6667	2.6667	102320.3749	66714.7543	23397.2065	690662.5306	450324.5915	-0.0029651820377220193
