ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600611.SH	20180502	4.2793	4.2793	4.1968	4.2243	4.2609	-0.0365999999999999	-0.8590000000000001	68712.5	31732.297	0.4395	0.6303	1.3	12.4898	12.9215	1.2039	4.5519	4.0607	1.6269	1.6269	236412.2864	156331.6364	109013.029	1089860.6403	720688.8438	-0.004355751248727751
600611.SH	20180503	4.2059	4.2793	4.2059	4.2701	4.2243	0.0457999999999998	1.0842	49723.96	23062.492	0.3181	0.4561	0.86	12.6252	13.0617	1.2169	4.6013	4.1047	1.6094	1.6094	236412.2864	156331.6364	109013.029	1101681.2546	728505.4256	-0.002154516287674732
600611.SH	20180504	4.2609	4.2884	4.2518	4.2793	4.2701	0.0091999999999998	0.2155	41775.54	19479.353	0.2672	0.3832	0.72	12.6523	13.0897	1.2195	4.6111	4.1136	1.606	1.606	236412.2864	156331.6364	109013.029	1104045.3775	730068.7420000002	0.0042764003458509526
600611.SH	20180507	4.2976	4.3251	4.2609	4.3251	4.2793	0.0457999999999998	1.0703	58340.19	27347.08	0.3732	0.5352	1.07	12.7878	13.2299	1.2326	4.6605	4.1576	1.589	1.589	236412.2864	156331.6364	109013.029	1115865.9918	737885.3238	0.0
600611.SH	20180508	4.3251	4.3434	4.2976	4.3342	4.3251	0.0091000000000001	0.2104	38608.65	18195.514	0.247	0.3542	0.71	12.8149	13.2579	1.2352	4.6704	4.1664	1.5856	1.5856	236412.2864	156331.6364	109013.029	1118230.1147	739448.6402	0.0
600611.SH	20180509	4.3342	4.3342	4.2884	4.2976	4.3342	-0.0365999999999999	-0.8444	26484.72	12460.988	0.1694	0.243	0.51	12.7065	13.1458	1.2248	4.6309	4.1312	1.5991	1.5991	236412.2864	156331.6364	109013.029	1108773.6232	733195.3747	0.0021174609084140235
600611.SH	20180510	4.3067	4.3342	4.2976	4.2976	4.2976	0.0	0.0	36452.53	17140.534	0.2332	0.3344	0.85	12.7065	13.1458	1.2248	4.6309	4.1312	1.5991	1.5991	236412.2864	156331.6364	109013.029	1108773.6232	733195.3747	0.0021174609084140235
600611.SH	20180511	4.3067	4.3434	4.2884	4.3159	4.2976	0.0182999999999999	0.4258	43335.02	20406.611	0.2772	0.3975	1.07	12.7607	13.2018	1.23	4.6506	4.1488	1.5924	1.5924	236412.2864	156331.6364	109013.029	1113501.8689	736322.0074	-0.002131652725966745
600611.SH	20180514	4.3067	4.3159	4.2793	4.2884	4.3159	-0.0274999999999998	-0.6372	37651.5	17653.01	0.2408	0.3454	0.93	12.6794	13.1177	1.2221	4.621	4.1224	1.6026	1.6026	236412.2864	156331.6364	109013.029	1106409.5004	731632.0584	0.004267325809159589
600611.SH	20180515	4.3067	4.3251	4.2701	4.3251	4.2884	0.0366999999999997	0.8558	38433.02	18057.998	0.2458	0.3526	1.05	12.7878	13.2299	1.2326	4.6605	4.1576	1.589	1.589	236412.2864	156331.6364	109013.029	1115865.9918	737885.3238	-0.006358234491688021
