ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
688065.SH	20200812	150.86	198.0	150.0	157.0	133.45	23.550000000000008	17.6471	220362.5	3588100.756	58.2654	58.2654		136.6084	151.3922	6.455	34.14	40.8716			41668.1976	3782.0456	3782.0456	6541907.0232	593781.1592	-0.03159235668789814
688065.SH	20200813	152.04	153.0	137.33	137.88	157.0	-19.120000000000005	-12.1783	130982.1	1883009.078	34.6326	34.6326		119.9717	132.9552	5.6689	29.9823	35.8941			41668.1976	3782.0456	3782.0456	5745211.0851	521468.4473	0.0008703220191471175
688065.SH	20200814	138.0	143.39	137.0	139.0	137.88	1.1200000000000043	0.8123	48974.66	688468.675	12.9493	12.9493		120.9463	134.0352	5.715	30.2259	36.1857			41668.1976	3782.0456	3782.0456	5791879.4664	525704.3384	-0.01661870503597124
688065.SH	20200817	136.69	137.0	132.63	133.9	139.0	-5.099999999999994	-3.6691	59591.35	799415.447	15.7564	15.7564		116.5087	129.1173	5.5053	29.1169	34.858000000000004			41668.1976	3782.0456	3782.0456	5579371.6586	506415.9058	-0.0011202389843166967
688065.SH	20200818	133.75	140.68	131.68	138.79	133.9	4.889999999999986	3.652	65793.45	897910.2309999998	17.3963	17.3963		120.7635	133.8327	5.7063	30.1802	36.131			41668.1976	3782.0456	3782.0456	5783129.1449	524910.1088	-0.019381799841487125
688065.SH	20200819	136.1	136.68	132.6	132.61	138.79	-6.1799999999999775	-4.4528	38426.17	516757.037	10.1602	10.1602	0.37	115.3862	127.8734	5.4523	28.8363	34.5222			41668.1976	3782.0456	3782.0456	5525619.6837	501537.067	-0.006937636678983605
688065.SH	20200820	131.69	133.6	127.11	127.72	132.61	-4.890000000000015	-3.6875	36371.67	472299.121	9.6169	9.6169	0.53	111.1313	123.1581	5.2512	27.773000000000003	33.2492			41668.1976	3782.0456	3782.0456	5321862.1975	483042.864	0.007516442217350517
688065.SH	20200821	128.68	130.18	127.46	128.54	127.72	0.8199999999999932	0.642	18681.74	239945.718	4.9396	4.9396	0.37	111.8448	123.9488	5.2849	27.9513	33.4626			41668.1976	3782.0456	3782.0456	5356030.1195	486144.1414	-0.004978994865411439
688065.SH	20200824	127.9	128.05	120.5	121.14	128.54	-7.399999999999991	-5.7570000000000014	32103.89	393413.45	8.4885	8.4885	0.73	105.406	116.8131	4.9807	26.3422	31.5362			41668.1976	3782.0456	3782.0456	5047685.4573	458157.004	0.002971768202080233
688065.SH	20200825	121.5	121.99	115.35	117.31	121.14	-3.8299999999999983	-3.1616	37224.98	439225.81	9.8426	9.8426	0.97	102.0734	113.1199	4.8232	25.5093	30.5391			41668.1976	3782.0456	3782.0456	4888096.2605	443671.7693	-0.0036655016622624396
688065.SH	20200826	116.88	119.47	114.51	114.67	117.31	-2.640000000000001	-2.2504	20133.96	234984.781	5.3236	5.3236	0.62	99.7763	110.5742	4.7146	24.9353	29.8519			41668.1976	3782.0456	3782.0456	4778092.2188	433687.169	0.0
688065.SH	20200827	114.67	115.39	108.0	111.65	114.67	-3.019999999999996	-2.6336	27863.45	313122.314	7.3673	7.3673	0.96	97.1486	107.6621	4.5905	24.2785	29.0657			41668.1976	3782.0456	3782.0456	4652254.262	422265.3912	-0.005732198835647117
688065.SH	20200828	111.01	111.6	107.46	107.9	111.65	-3.75	-3.3587	26858.59	291650.332	7.1016	7.1016	0.99	93.8856	104.046	4.4363	23.4631	28.0894			41668.1976	3782.0456	3782.0456	4495998.521000002	408082.7202	0.0023169601482854493
688065.SH	20200831	108.15	112.81	108.15	110.21	107.9	2.3099999999999885	2.1409	18685.13	206871.609	4.9405	4.9405	0.65	95.8956	106.2735	4.5313	23.9654	28.6908			41668.1976	3782.0456	3782.0456	4592252.0575	416819.2456	0.008075492242083301
688065.SH	20200901	111.1	111.2	108.38	110.55	110.21	0.3400000000000034	0.3085	12345.81	135706.509	3.2643	3.2643	0.47	96.1914	106.6013	4.5453	24.0394	28.7793			41668.1976	3782.0456	3782.0456	4606419.2447	418105.1411	0.0
688065.SH	20200902	110.55	111.41	108.5	108.71	110.55	-1.840000000000004	-1.6644	12963.32	141531.999	3.4276	3.4276	0.61	94.5904	104.8271	4.4696	23.6392	28.3003			41668.1976	3782.0456	3782.0456	4529749.7611	411146.1772	0.007267040750620976
688065.SH	20200903	109.5	118.58	109.38	113.83	108.71	5.1200000000000045	4.7098	33681.55	386744.994	8.9056	8.9056	1.71	99.0454	109.7642	4.6801	24.7526	29.6332			41668.1976	3782.0456	3782.0456	4743090.9328	430510.2506	-0.011508389703944499
688065.SH	20200904	112.52	113.83	111.5	113.5	113.83	-0.3299999999999983	-0.2899	12717.16	143602.30599999998	3.3625	3.3625	0.61	98.7583	109.446	4.6665	24.6808	29.5473			41668.1976	3782.0456	3782.0456	4729340.4276	429262.1756	0.010837004405286378
688065.SH	20200907	114.73	116.0	111.8	112.07	113.5	-1.4300000000000068	-1.2599	14064.29	160124.635	3.7187	3.7187	0.78	97.514	108.0671	4.6077	24.3699	29.175			41668.1976	3782.0456	3782.0456	4669754.905	423853.8504	0.00571071651646293
688065.SH	20200908	112.71	113.17	108.8	109.42	112.07	-2.6499999999999915	-2.3646	12553.64	137667.797	3.3193	3.3193	0.73	95.2082	105.5117	4.4988	23.7936	28.4851			41668.1976	3782.0456	3782.0456	4559334.1814	413831.4296	-0.006580149881191728
688065.SH	20200909	108.7	108.7	100.4	100.48	109.42	-8.939999999999998	-8.1704	29167.91	302859.987	7.7122	7.7122	1.7	87.4294	96.891	4.1312	21.8496	26.1578			41668.1976	3782.0456	3782.0456	4186820.4948	380019.9419	0.011046974522292988
688065.SH	20200910	101.59	102.95	98.66	98.96	100.48	-1.5200000000000102	-1.5127	14497.85	145607.27300000002	3.8333	3.8333	0.71	86.1068	95.4253	4.0687	21.5191	25.7621			41668.1976	3782.0456	3782.0456	4123484.8345	374271.2326	-0.00970088924818102
688065.SH	20200911	98.0	103.01	97.65	102.2	98.96	3.240000000000009	3.2741	13218.81	132922.802	3.4951	3.4951	0.8	88.926	98.5496	4.2019	22.2236	26.6056			41668.1976	3782.0456	3782.0456	4258489.7947	386525.0603	0.015557729941291619
688065.SH	20200914	103.79	104.86	102.1	102.36	102.2	0.1599999999999966	0.1566	10108.51	104134.323	2.6728	2.6728	0.61	89.0652	98.7039	4.2085	22.2584	26.6472			41668.1976	3782.0456	3782.0456	4265156.7063	387130.1876	-0.003516998827667052
688065.SH	20200915	102.0	104.41	101.21	102.72	102.36	0.3599999999999994	0.3517	12125.43	124489.557	3.2061	3.2061	0.76	89.3784	99.051	4.2233	22.3367	26.7409			41668.1976	3782.0456	3782.0456	4280157.2575	388491.724	0.004867601246105919
688065.SH	20200916	103.22	103.8	101.7	102.51	102.72	-0.2099999999999936	-0.2044	9809.88	100643.445	2.5938	2.5938	0.62	89.1957	98.8485	4.2147	22.291	26.6863			41668.1976	3782.0456	3782.0456	4271406.936000002	387697.4945	-0.004975124378109502
688065.SH	20200917	102.0	108.09	101.75	106.89	102.51	4.379999999999996	4.2728	25528.21	270814.87100000004	6.7498	6.7498	2.14	93.0068	103.0721	4.3948	23.2435	27.8265			41668.1976	3782.0456	3782.0456	4453913.6415	404262.8542	-0.007203667321545476
688065.SH	20200918	106.12	108.2	105.43	106.71	106.89	-0.1800000000000068	-0.1684	13294.7	141525.239	3.5152	3.5152	0.94	92.8502	102.8985	4.3874	23.2043	27.7797			41668.1976	3782.0456	3782.0456	4446413.3659	403582.086	-0.0066535469965326
688065.SH	20200921	106.0	106.67	105.8	105.82	106.71	-0.8900000000000006	-0.8340000000000001	7615.3	80816.34	2.0135	2.0135	0.54	92.0758	102.0403	4.3508	23.0108	27.548			41668.1976	3782.0456	3782.0456	4409328.67	400216.0654	-0.003969003969003851
