ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
603577.SH	20180502	8.151	8.2829	8.0191	8.1579	8.1371	0.0207999999999994	0.2556	9040.4	10586.122	1.1663	1.286	0.62	43.1136	43.6938	2.3467	2.5619	2.4717	0.9362	0.9362	17502.0	7751.5431	7030.1156	205648.5	91080.6314	-0.004253545642873664
603577.SH	20180503	8.1232	8.5884	7.9843	8.4287	8.1579	0.2707999999999995	3.3195	26326.9	31598.17	3.3963	3.7449	1.9	44.5446	45.144	2.4246	2.647	2.5537	0.9061	0.9061	17502.0	7751.5431	7030.1156	212474.28	94103.7332	0.000818631580196434
603577.SH	20180504	8.4356	8.5606	8.3384	8.512	8.4287	0.0833000000000012	0.9883	26823.5	32786.014	3.4604	3.8155	1.85	44.985	45.5903	2.4486	2.6731	2.579	0.8972	0.8972	17502.0	7751.5431	7030.1156	214574.52	95033.9184	0.010608552631578849
603577.SH	20180507	8.6023	8.8522	8.4912	8.8175	8.512	0.3055000000000003	3.5891	33717.66	42329.356	4.3498	4.7962	1.98	46.5994	47.2265	2.5365	2.7691	2.6715	0.8661	0.8661	17502.0	7751.5431	7030.1156	222275.4	98444.5974	-0.007088176920895945
603577.SH	20180508	8.755	9.1438	8.7134	9.0188	8.8175	0.2012999999999998	2.283	42655.54	54963.141	5.5028	6.0675	2.03	47.6635	48.3049	2.5944	2.8323	2.7325	0.8468	0.8468	17502.0	7751.5431	7030.1156	227350.98	100692.5449	-0.006153812037078139
603577.SH	20180509	8.9633	9.5743	8.8314	9.1924	9.0188	0.1735999999999986	1.9249	56428.66	74675.645	7.2797	8.0267	2.04	48.5808	49.2345	2.6443	2.8868	2.7851	0.8308	0.8308	17502.0	7751.5431	7030.1156	231726.48	102630.4306	0.09970192767938743
603577.SH	20180510	10.1089	10.1089	10.1089	10.1089	9.1924	0.9165000000000012	9.9702	46996.88	68427.457	6.0629	6.6851	1.26	53.4242	54.1431	2.908	3.1746	3.0628	0.7555	0.7555	17502.0	7751.5431	7030.1156	254829.12	112862.4675	0.050826499421302004
603577.SH	20180511	10.6227	10.6227	9.4076	9.5743	10.1089	-0.5346000000000011	-5.2884	149861.66	217081.816	19.3331	21.3171	3.63	50.5989	51.2798	2.7542	3.0067	2.9008	0.7977	0.7977	17502.0	7751.5431	7030.1156	241352.58	106893.7793	-0.04279164011990423
603577.SH	20180514	9.1646	9.2688	8.8036	9.0188	9.5743	-0.5554999999999986	-5.8020000000000005	87773.0	113808.236	11.3233	12.4853	1.33	47.6635	48.3049	2.5944	2.8323	2.7325	0.8468	0.8468	17502.0	7751.5431	7030.1156	227350.98	100692.5449	0.0
603577.SH	20180515	9.0188	9.1855	8.8939	9.1022	9.0188	0.0833999999999992	0.9247	45017.0	58780.618	5.8075	6.4035	0.59	48.1038	48.7511	2.6184	2.8585	2.7578	0.8391	0.8391	17502.0	7751.5431	7030.1156	229451.22	101622.73	0.0030432203203620434
603577.SH	20180516	9.1299	9.1299	8.7758	8.9425	9.1022	-0.159699999999999	-1.7545	42530.38	54828.816	5.4867	6.0497	0.55	47.2599	47.8958	2.5724	2.8083	2.7094	0.8540000000000001	0.8540000000000001	17502.0	7751.5431	7030.1156	225425.76	99839.8751	0.001554375174727378
603577.SH	20180517	8.9564	9.0188	8.8661	8.998	8.9425	0.0554999999999985	0.6206	26837.04	34636.949	3.4622	3.8174	0.36	47.5534	48.1933	2.5884	2.8258	2.7262	0.8488	0.8488	17502.0	7751.5431	7030.1156	226825.92	100459.9986	-0.0046232496110245585
603577.SH	20180518	8.9564	9.1438	8.8522	9.0605	8.998	0.0625	0.6946	31921.09	41521.871	4.118	4.5406	0.45	47.8837	48.528	2.6064	2.8454	2.7452	0.8429	0.8429	17502.0	7751.5431	7030.1156	228401.1	101157.6375	0.0
603577.SH	20180521	9.0605	9.5257	9.0258	9.4285	9.0605	0.3680000000000003	4.0616	62919.38	84635.42	8.117	8.95	1.34	49.8284	50.4989	2.7122	2.9609	2.8566	0.81	0.81	17502.0	7751.5431	7030.1156	237677.16	105265.9553	-0.006628838097258313
603577.SH	20180522	9.366	9.5951	9.3035	9.5396	9.4285	0.1111000000000004	1.1783	54162.0	73864.09700000001	6.9873	7.7043	1.29	50.4154	51.0938	2.7442	2.9958	2.8903	0.8006	0.8006	17502.0	7751.5431	7030.1156	240477.48	106506.2022	-0.0014570841544718416
603577.SH	20180523	9.5257	9.8867	9.4285	9.5048	9.5396	-0.0348000000000006	-0.3648	56995.29	79112.93	7.3528	8.1073	1.31	50.232	50.9079	2.7342	2.9849	2.8798	0.8035	0.8035	17502.0	7751.5431	7030.1156	239602.38	106118.625	-0.005839154953286795
603577.SH	20180524	9.4493	9.9978	9.248	9.8034	9.5048	0.2986000000000004	3.1416	57979.95	80508.27799999999	7.4798	8.2474	1.25	51.8098	52.5069	2.8201	3.0787	2.9702	0.779	0.779	17502.0	7751.5431	7030.1156	247128.24	109451.7886	-0.0028357508619457697
603577.SH	20180525	9.7756	10.3102	9.7131	10.1644	9.8034	0.3610000000000007	3.6824	86290.53	124755.601	11.132	12.2744	1.63	53.7178	54.4406	2.9239	3.1921	3.0796	0.7514	0.7514	17502.0	7751.5431	7030.1156	256229.28	113482.591	0.00751642989256617
603577.SH	20180528	10.2408	10.3797	9.7895	9.8312	10.1644	-0.3331999999999997	-3.2781	58037.5	83928.924	7.4872	8.2556	0.91	51.9565	52.6557	2.8281	3.0874	2.9787	0.7768	0.7768	17502.0	7751.5431	7030.1156	247828.32	109761.8503	-0.01624420213198804
603577.SH	20180529	9.6715	10.3172	9.6506	10.0811	9.8312	0.2498999999999985	2.5419	81063.53	117470.945	10.4577	11.5309	1.29	53.2775	53.9944	2.9	3.1659	3.0544	0.7576	0.7576	17502.0	7751.5431	7030.1156	254129.04	112552.4058	-0.028925414885280276
603577.SH	20180530	9.7895	9.9145	9.0744	9.0744	10.0811	-1.0066999999999986	-9.986	72455.5	98376.218	9.3472	10.3064	1.06	47.957	48.6024	2.6104	2.8497	2.7494	0.8416	0.8416	17502.0	7751.5431	7030.1156	228751.14	101312.6683	0.009940051132857201
603577.SH	20180531	9.1646	9.4493	8.9564	9.3452	9.0744	0.2707999999999995	2.9842	46308.5	61577.201	5.9741	6.5872	0.65	49.3881	50.0526	2.6883	2.9348	2.8314	0.8172	0.8172	17502.0	7751.5431	7030.1156	235576.92	104335.7701	-0.008175319950348797
603577.SH	20180601	9.2688	10.2824	9.2688	10.2824	9.3452	0.9372000000000008	10.0287	59085.26	86037.17199999999	7.6224	8.4046	0.86	54.3415	55.0728	2.9579	3.2291	3.1154	0.7427	0.7427	17502.0	7751.5431	7030.1156	259204.62	114800.3533	0.07360149381467346
603577.SH	20180604	11.0392	11.31	10.9073	11.31	10.2824	1.0275999999999996	9.9938	59565.54	95928.75	7.6843	8.4729	0.94	59.772	60.5763	3.2535	3.5518	3.4267	0.6753	0.6753	17502.0	7751.5431	7030.1156	285107.58	126272.6371	-0.009823165340406757
603577.SH	20180605	11.1989	11.1989	10.6782	10.7962	11.31	-0.5137999999999998	-4.5429	226443.59	357038.598	29.2127	32.2105	3.56	57.0568	57.8245	3.1057	3.3905	3.2710000000000004	0.7074	0.7074	17502.0	7751.5431	7030.1156	272156.1	120536.4952	-0.030223597191604435
603577.SH	20180606	10.4699	10.7546	10.338	10.699000000000002	10.7962	-0.0972000000000008	-0.9003	155825.59	236117.706	20.1025	22.1654	1.68	56.5431	57.3039	3.0777	3.36	3.2416	0.7138	0.7138	17502.0	7751.5431	7030.1156	269705.82	119451.2792	-0.020114029348537354
603577.SH	20180607	10.4838	10.5879	9.7895	10.0742	10.699000000000002	-0.6248000000000005	-5.8398	127574.12	187439.637	16.4579	18.1468	1.17	53.2408	53.9572	2.898	3.1637	3.0523	0.7581	0.7581	17502.0	7751.5431	7030.1156	253954.02	112474.8904	-0.01999166186893248
