ts_code_x	trade_date	open	high	low	close_x	pre_close	change	pct_chg	vol	amount	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv	open_close_chg
600592.SH	20180502	7.5935	7.6413	7.5267	7.5744	7.5935	-0.0190999999999998	-0.2515	21726.91	17252.435	0.5438	0.875	0.62	44.6161	36.6066	1.6721	3.5582	3.2874	1.261	1.261	39955.3571	39955.3571	24831.9771	316845.9818	316845.9818	-0.008819180397127133
600592.SH	20180503	7.5076	7.7368	7.4789	7.7082	7.5744	0.1337999999999999	1.7665	30882.19	24586.153	0.7729	1.2436	0.97	45.4038	37.2528	1.7016	3.621	3.3454	1.2392	1.2392	39955.3571	39955.3571	24831.9771	322439.7318	322439.7318	-0.002477880698476933
600592.SH	20180504	7.6891	7.7273	7.5935	7.6986	7.7082	-0.0095999999999998	-0.1245	32500.11	26192.819	0.8134	1.3088	1.03	45.3476	37.2067	1.6995	3.6165	3.3413	1.2407	1.2407	39955.3571	39955.3571	24831.9771	322040.1782	322040.1782	0.0037279505364611392
600592.SH	20180507	7.7273	7.7464	7.67	7.7273	7.6986	0.0286999999999997	0.3728	86176.1	69441.314	2.1568	3.4704	2.74	45.5163	37.3452	1.7058	3.63	3.3537	1.2361	1.2361	39955.3571	39955.3571	24831.9771	323238.8389	323238.8389	0.0
600592.SH	20180508	7.7273	7.8514	7.7177	7.8037	7.7273	0.0764000000000004	0.9887	153920.61	124952.565	3.8523	6.1985	3.89	45.9664	37.7145	1.7227	3.6659	3.3869	1.224	1.224	39955.3571	39955.3571	24831.9771	326435.2675	326435.2675	-0.0024475569281238252
600592.SH	20180509	7.7846	7.8705	7.7464	7.775	7.8037	-0.0286999999999997	-0.3678	75239.01	61433.22	1.8831	3.0299	1.16	45.7977	37.576	1.7163	3.6524	3.3744	1.2285	1.2285	39955.3571	39955.3571	24831.9771	325236.6068	325236.6068	0.002456591639871369
600592.SH	20180510	7.7941	7.8228	7.7082	7.7559	7.775	-0.0191000000000007	-0.2457	52820.35	42923.38	1.3219999999999998	2.1271	0.7	45.6851	37.4837	1.7121	3.6434	3.3661	1.2315	1.2315	39955.3571	39955.3571	24831.9771	324437.4997	324437.4997	0.0
600592.SH	20180511	7.7559	7.775	7.5935	7.6222	7.7559	-0.1336999999999992	-1.7238	54958.2	44084.953	1.3755	2.2132	0.69	44.8975	36.8374	1.6826	3.5806	3.3081	1.2531	1.2531	39955.3571	39955.3571	24831.9771	318843.7497	318843.7497	0.00250583820944083
600592.SH	20180514	7.6413	7.6508	7.5362	7.5553	7.6222	-0.0669000000000004	-0.8777	30378.0	24183.525	0.7603	1.2233	0.36	44.5036	36.5142	1.6678	3.5492	3.2791	1.2642	1.2642	39955.3571	39955.3571	24831.9771	316046.8747	316046.8747	0.0
600592.SH	20180515	7.5553	7.6126	7.497999999999998	7.6126	7.5553	0.0572999999999996	0.7584	30082.19	23796.83	0.7529	1.2114	0.41	44.8412	36.7912	1.6805	3.5761	3.3039	1.2547	1.2547	39955.3571	39955.3571	24831.9771	318444.1961	318444.1961	-0.005017996479520767
600592.SH	20180516	7.5744	7.6317	7.5171	7.5458	7.6126	-0.0667999999999997	-0.8775	27364.98	21704.108	0.6849	1.102	0.56	44.4474	36.4681	1.6657	3.5447	3.2749	1.2658	1.2658	39955.3571	39955.3571	24831.9771	315647.3211	315647.3211	-0.0012722309099101263
600592.SH	20180517	7.5362	7.584	7.497999999999998	7.5267	7.5458	-0.0190999999999998	-0.2531	29599.0	23349.119	0.7408	1.192	0.76	44.3348	36.3758	1.6615	3.5357	3.2666	1.269	1.269	39955.3571	39955.3571	24831.9771	314848.2139	314848.2139	0.001262173329613252
600592.SH	20180518	7.5362	7.6126	7.497999999999998	7.584	7.5267	0.0572999999999996	0.7613	28707.0	22694.439	0.7185	1.156	0.83	44.6724	36.6527	1.6742	3.5627	3.2915	1.2594	1.2594	39955.3571	39955.3571	24831.9771	317245.5354	317245.5354	0.006289556962025414
600592.SH	20180521	7.6317	7.7368	7.6031	7.7273	7.584	0.1432999999999999	1.8895	53391.89	42952.681	1.3363	2.1501	1.83	45.5163	37.3452	1.7058	3.63	3.3537	1.2361	1.2361	39955.3571	39955.3571	24831.9771	323238.8389	323238.8389	-0.0049435119640753936
600592.SH	20180522	7.6891	7.7559	7.6604	7.7368	7.7273	0.0095	0.1229	33995.62	27452.115	0.8508	1.369	1.0	45.5726	37.3913	1.7079	3.6345	3.3578	1.2346	1.2346	39955.3571	39955.3571	24831.9771	323638.3925	323638.3925	0.0012408230793093682
600592.SH	20180523	7.7464	7.775	7.6126	7.6222	7.7368	-0.1145999999999993	-1.4812	39207.22	31534.177000000003	0.9813	1.5789	1.13	44.8975	36.8374	1.6826	3.5806	3.3081	1.2531	1.2531	39955.3571	39955.3571	24831.9771	318843.7497	318843.7497	0.00250583820944083
600592.SH	20180524	7.6413	7.6508	7.5649	7.5744	7.6222	-0.0478000000000005	-0.6271	22737.7	18114.214	0.5691	0.9157	0.61	44.6161	36.6066	1.6721	3.5582	3.2874	1.261	1.261	39955.3571	39955.3571	24831.9771	316845.9818	316845.9818	-0.0012542247570764766
600592.SH	20180525	7.5649	7.6031	7.4789	7.4789	7.5744	-0.0954999999999994	-1.2608	30514.22	24056.734	0.7637	1.2288	0.86	44.0535	36.145	1.651	3.5133	3.2459	1.2771	1.2771	39955.3571	39955.3571	24831.9771	312850.4461	312850.4461	0.0025538515022260114
600592.SH	20180528	7.497999999999998	7.5267	7.3834	7.393	7.4789	-0.0859000000000005	-1.1486	29165.43	22703.432	0.73	1.1745	0.81	43.5472	35.7295	1.632	3.4729	3.2086	1.2919999999999998	1.2919999999999998	39955.3571	39955.3571	24831.9771	309254.464	309254.464	-0.0012985256323549074
600592.SH	20180529	7.3834	7.4694	7.3547	7.3739	7.393	-0.0190999999999998	-0.2584	22252.58	17262.533	0.5569	0.8961	0.71	43.4346	35.6372	1.6278	3.464	3.2003	1.2953	1.2953	39955.3571	39955.3571	24831.9771	308455.3568	308455.3568	-0.009072539633029945
600592.SH	20180530	7.307	7.307	6.7817	6.8772	7.3739	-0.4966999999999997	-6.7359	65147.77	47752.639	1.6305	2.6235	2.26	40.509	33.2367	1.5181	3.2306	2.9847	1.3889	1.3889	39955.3571	39955.3571	24831.9771	287678.5711	287678.5711	0.008331879253184389
